streetLine1,postalCode,city,state,longitude,latitude
"504 Rue Bourget","J7V9S6","Vaudreuil-Dorion","Montérégie","-74.02258012041372","45.41240242427177"
"83 Rue des Ancolies","J7V9L6","L'Île-Perrot","Montérégie","-73.95340512893587","45.38942754073008"
"231 Croissant des Pionniers","J7V8E2","L'Île-Perrot","Montérégie","-73.96217225944784","45.3918387930028"
"350 Avenue André-Chartrand","J7V0K9","Vaudreuil-Dorion","Montérégie","-74.03727806287962","45.38098942805431"
"89 Boulevard Don-Quichotte","J7V6X2","L'Île-Perrot","Montérégie","-73.96250673710551","45.38901189123559"
"274 Cercle Masson","J7X1N6","Les Coteaux","Montérégie","-74.20857147376432","45.26589977084915"
"6 Rue Georges-Morris","J7W1L3","Notre-Dame-de-l'Île-Perrot","Montérégie","-73.90552301497956","45.34774611585439"
"268 Rue Edgewater","J7W3X7","Pincourt","Montérégie","-73.98786697539892","45.37675066971077"
"230 Rue Vallée","J7V8R4","Vaudreuil-Dorion","Montérégie","-74.02537399269484","45.37062700493708"
"8 Rue Thomas-Dennis","J7W3L2","Notre-Dame-de-l'Île-Perrot","Montérégie","-73.90088337402034","45.39191895816592"
"76 5e Avenue","J7W5K7","Pincourt","Montérégie","-73.99451649797477","45.3808344240016"
"100 Boulevard Harwood","J7V1X9","Vaudreuil-Dorion","Montérégie","-74.00911407227598","45.38405931440114"
"203 Rue des Tilleuls","J7V0W8","Vaudreuil-Dorion","Montérégie","-74.03659891741114","45.38457974488107"
"1289 Montée Léger","J7T1E9","Les Cèdres","Montérégie","-74.0903253989021","45.34309757392807"
"238 Rue De Callière","J7V9L2","Vaudreuil-Dorion","Montérégie","-74.03003972383927","45.4054031538881"
"371 Chemin Saint-Georges","J0P1P0","Rigaud","Montérégie","-74.32419868333194","45.45282718053694"
"41 Chemin de l'Anse","J0P1P0","Rigaud","Montérégie","-74.21990326186166","45.48143666879258"
"203 Rue Mercier","J7X1R1","Les Coteaux","Montérégie","-74.23172925831254","45.27158411435807"
"80 Avenue des Tourterelles","J7T1A3","Les Cèdres","Montérégie","-74.00304049965483","45.33265415343212"
"945 Rue de Clichy","J7V0A2","Vaudreuil-Dorion","Montérégie","-74.03397774464167","45.36644762703806"
"56 Avenue Jacques","J5R1A4","Candiac","Montérégie","-73.5311488187753","45.3897841583181"
"72 76e Avenue Est","J7C1T9","Blainville","Laurentides","-73.87965888492131","45.68207316420673"
"25 76e Avenue Est","J7C0L8","Blainville","Laurentides","-73.884374386556","45.67818745815909"
"74 37e Avenue Est","J7C5Z5","Blainville","Laurentides","-73.85881202944121","45.66534966635658"
"983 Rue Paul-Sicotte","J7E4Z8","Sainte-Thérèse","Laurentides","-73.87054733292744","45.66200610402781"
"22 Rue Vaudry","J7E3B9","Sainte-Thérèse","Laurentides","-73.8273347278712","45.63375225416797"
"457 Rue de la Clairière","J5N1C2","Sainte-Anne-des-Plaines","Laurentides","-73.81197894392207","45.77165545718715"
"8 Rue de Dolbeau","J7B1T1","Blainville","Laurentides","-73.83128598217803","45.65921020194744"
"1454 Rue Maurice-Cullen","J7C5Y1","Blainville","Laurentides","-73.90305920747795","45.69962947714644"
"27 Rue du Louvre","J7B1K9","Blainville","Laurentides","-73.80902996443844","45.65913325772451"
"3015 Rue Bécancour","G0S1V0","Lyster","Centre-du-Québec","-71.5949535437965","46.3741819904734"
"30 Rue Sébastien","J7C3E9","Blainville","Laurentides","-73.89492250160815","45.67839512390622"
"3 Rue Charbonneau","J7B2A8","Blainville","Laurentides","-73.80705215973","45.65644845338694"
"3330 Rue King","G0S1V0","Lyster","Centre-du-Québec","-71.5880472025805","46.3741433934837"
"231 Place Harel","J7E5W3","Sainte-Thérèse","Laurentides","-73.82052535349841","45.64659362619813"
"35 Rue Chapleau","J7E2G9","Sainte-Thérèse","Laurentides","-73.85144150838526","45.64388989587293"
"28 Chemin de la Côte-Saint-Louis Ouest","J7C1B8","Blainville","Laurentides","-73.84855255011661","45.65080429542967"
"560 Route Fournier","G0S1V0","Lyster","Centre-du-Québec","-71.5135256626343","46.3350779609482"
"600 Rue Jacques-Lavigne","J7E0A8","Sainte-Thérèse","Laurentides","-73.82519699205098","45.6477706305588"
"78 Rue Hector-Joly","J7C0E2","Blainville","Laurentides","-73.88659011801205","45.66705017388067"
"162 Rue Saint-Pierre","J7E2S4","Sainte-Thérèse","Laurentides","-73.8238765871394","45.64051067781372"
"17 Rue de Montagny","J7C0L4","Blainville","Laurentides","-73.81396512485614","45.67811357477997"
"1233 Rue Vianney","J7C3E2","Blainville","Laurentides","-73.90076081709752","45.68345875866279"
"167 Rue de Fontenelle","J7B1N9","Blainville","Laurentides","-73.83476210617727","45.6576300609358"
"27 Rue des Iris","J7C6B1","Blainville","Laurentides","-73.84995398588676","45.66570159915832"
"430 Place du Patrimoine","J5N2Y9","Sainte-Anne-des-Plaines","Laurentides","-73.81129320721634","45.7671925084338"
"85 Rue Morris","J7E3L3","Sainte-Thérèse","Laurentides","-73.84996166990766","45.64359205445239"
"44 Rue des Fougères","J7C5T9","Blainville","Laurentides","-73.85307522045728","45.66406330284415"
"36 Rue du Montlevin","J7C0Z6","Blainville","Laurentides","-73.79958139600427","45.6873646071647"
"37 Rue de l'Ermitage","J7B1K3","Blainville","Laurentides","-73.80384025022101","45.66048783406941"
"430 Place du Patrimoine","J5N2Y9","Sainte-Anne-des-Plaines","Laurentides","-73.81129320721634","45.7671925084338"
"1777 Rue Dublin","G0S1K0","Inverness","Centre-du-Québec","-71.5245651669574","46.2615619031998"
"34 Boulevard Sainte-Anne","J5N3N1","Sainte-Anne-des-Plaines","Laurentides","-73.82305500524338","45.75122018839419"
"292 Boulevard de Fontainebleau","J7B1Z4","Blainville","Laurentides","-73.82535550705413","45.66854497189588"
"967 Rue Bouchard","J7E5M9","Sainte-Thérèse","Laurentides","-73.87436087903936","45.65655873603943"
"20 Rue Dion","J7E1J4","Sainte-Thérèse","Laurentides","-73.83958753910514","45.63644304319023"
"461 Boulevard du Domaine","J7E4S4","Sainte-Thérèse","Laurentides","-73.8258775127156","45.64705553445872"
"12 Rang Sainte-Claire","J5N3T1","Sainte-Anne-des-Plaines","Laurentides","-73.78104207255859","45.75545287128837"
"138 Chemin de la Rivière-Bécancour","G0S1K0","Inverness","Centre-du-Québec","-71.522522203952","46.2284270461219"
"303 Chemin du Bas-de-Sainte-Thérèse","J7B0A6","Blainville","Laurentides","-73.80432032607591","45.65104717248283"
"301 Chemin du Bas-de-Sainte-Thérèse","J7B0B2","Blainville","Laurentides","-73.80550993693645","45.65080214948625"
"80 Rue Bruchési","J7B1C6","Blainville","Laurentides","-73.81322927766146","45.64822508831607"
"15 Rue Lesage","J7E3E7","Sainte-Thérèse","Laurentides","-73.83497311223974","45.63699655022914"
"140 Rue Claudel","J7G1K2","Boisbriand","Laurentides","-73.83346126842821","45.6099966709653"
"315 Rue de Pierrefontaine","J7G1Y1","Boisbriand","Laurentides","-73.82257151568737","45.61882883940972"
"39 3e Avenue","J7G1Z4","Boisbriand","Laurentides","-73.81498510140929","45.61889462729655"
"653 Rue Clemenceau","J7G1W7","Boisbriand","Laurentides","-73.83640966281504","45.60912180777208"
"50 54e Avenue Est","J7C0M2","Blainville","Laurentides","-73.87180434499494","45.67036710561435"
"1976 5e Rang","G0S1K0","Inverness","Centre-du-Québec","-71.5280045527246","46.2437484828799"
"131 54e Avenue Est","J7C0H4","Blainville","Laurentides","-73.86840739277505","45.67149793968981"
"8 Rue des Fougères","J7C5T9","Blainville","Laurentides","-73.8508773680704","45.66149606058047"
"400 Montée Morel","J5N2T9","Sainte-Anne-des-Plaines","Laurentides","-73.86657643063678","45.79259326930891"
"82 Boulevard de Chambéry","J7C1R5","Blainville","Laurentides","-73.8035975217218","45.68014559583649"
"117 Rue Charest","G0S1V0","Lyster","Centre-du-Québec","-71.6096931360019","46.3716026998622"
"15 Boulevard de Chambéry","J7C1L5","Blainville","Laurentides","-73.81136162782424","45.67586578986054"
"4 Rue de Vincennes","J7B1W7","Blainville","Laurentides","-73.8134387451276","45.66966697456677"
"28 Rue de Bernières","J7B1G9","Blainville","Laurentides","-73.81320657275045","45.64647054301976"
"110 Route 116","G0S1H0","Dosquet","Chaudière-Appalaches","-71.5022137368372","46.4931441873777"
"428 Route 116","G0S1H0","Dosquet","Chaudière-Appalaches","-71.5344389622842","46.4630508378363"
"584 Route 116","G0S1H0","Dosquet","Chaudière-Appalaches","-71.5685907867727","46.4391287886646"
"606 Route 116","G0S1H0","Dosquet","Chaudière-Appalaches","-71.5665129746898","46.4320225049894"
"375 Route 116","G0S1H0","Dosquet","Chaudière-Appalaches","-71.5281346447627","46.4670573513979"
"638 Route 116","G0S1H0","Dosquet","Chaudière-Appalaches","-71.5780568523549","46.4314553953024"
"269 Route 116","G0S1H0","Dosquet","Chaudière-Appalaches","-71.5150959407841","46.4794007910717"
"371 Route 116","G0S1H0","Dosquet","Chaudière-Appalaches","-71.5277384802465","46.467455707148"
"63 Route 116","G0S1H0","Dosquet","Chaudière-Appalaches","-71.4793066707317","46.4896752488933"
"301 Place Claude-Dagenais","J7E0E3","Sainte-Thérèse","Laurentides","-73.84103797995212","45.6463815954292"
"1388 10e-et-11e Rang","G0S1K0","Inverness","Centre-du-Québec","-71.492403091499","46.307404500361"
"25 Rue du Marché","J7E5T2","Sainte-Thérèse","Laurentides","-73.8455009751848","45.63860295792658"
"301 Place Claude-Dagenais","J7E0E3","Sainte-Thérèse","Laurentides","-73.84103797995212","45.6463815954292"
"14 Rue Saint-Joseph","J7E3L6","Sainte-Thérèse","Laurentides","-73.84420841877612","45.63909274022944"
"57 Rue Martin","J7B1E3","Blainville","Laurentides","-73.81271475794168","45.64656665731117"
"18 Rue du Voltigeur","J7C5P4","Blainville","Laurentides","-73.89669826761322","45.69719523717846"
"780 Chemin de la Grosse-Île","G0S1V0","Lyster","Centre-du-Québec","-71.6255174034887","46.3708449410843"
"340 Rue Esther-Blondin","J5N1M7","Sainte-Anne-des-Plaines","Laurentides","-73.8073187490797","45.76977801485656"
"2 Rue de Normandie","J5N2W5","Sainte-Anne-des-Plaines","Laurentides","-73.78219995532078","45.72551192438655"
"22 Rue Corbeil","J5N1G4","Sainte-Anne-des-Plaines","Laurentides","-73.82246956978142","45.75051648523289"
"185 Terrasse Legault","J5N2H1","Sainte-Anne-des-Plaines","Laurentides","-73.8093952196351","45.76163816430709"
"54 Rue Simon-Lussier","J7C0H2","Blainville","Laurentides","-73.86956762611369","45.67072233096684"
"463 Rue Paquette","J5N4M5","Sainte-Anne-des-Plaines","Laurentides","-73.81431549299707","45.76900468237552"
"400 Montée Morel","J5N2T9","Sainte-Anne-des-Plaines","Laurentides","-73.86683861776167","45.79239907189102"
"61 Rue de l'Andalou","J7C0N6","Blainville","Laurentides","-73.86897870210964","45.68906032884469"
"3762 Carré Bernard","J7H1K8","Boisbriand","Laurentides","-73.86354305450341","45.62948976213737"
"233 Croissant Chaumont","J7G2L8","Boisbriand","Laurentides","-73.8319833353081","45.61387617996781"
"1035 Rue Gauguin","J7G3A4","Boisbriand","Laurentides","-73.83372567219226","45.6201021446325"
"625 3e Rang Est","G0S1V0","Lyster","Centre-du-Québec","-71.6253353214499","46.392208415062"
"42 Rue Péladeau","J7G1M2","Boisbriand","Laurentides","-73.82031570186665","45.62351618539629"
"1763 Rue Dublin","G0S1K0","Inverness","Centre-du-Québec","-71.5259231986497","46.2622022912023"
"1050 Rue des Francs-Bourgeois","J7H0H3","Boisbriand","Laurentides","-73.85180715939225","45.6274410286784"
"1 Rue Lachaîne","J7E3E9","Sainte-Thérèse","Laurentides","-73.8378778355542","45.63884509868793"
"268 Rue Chambrier","J7G1R5","Boisbriand","Laurentides","-73.83018172623592","45.61001162551353"
"1170 Rue Charles-Olivier","J7G2Z5","Boisbriand","Laurentides","-73.83831797619816","45.61621135550111"
"938 Carré Valois","J7E2P6","Sainte-Thérèse","Laurentides","-73.86806086229184","45.65857677470132"
"303 Chemin du Bas-de-Sainte-Thérèse","J7B0A6","Blainville","Laurentides","-73.80432032607591","45.65104717248283"
"78 Boulevard Sainte-Anne","J5N3N6","Sainte-Anne-des-Plaines","Laurentides","-73.81839938311602","45.7557916576658"
"3000 8e-et-9e Rang","G0S1K0","Inverness","Centre-du-Québec","-71.4477447863683","46.2446688723857"
"82 Place Caron","J7E1W7","Sainte-Thérèse","Laurentides","-73.83317623088092","45.64683661923491"
"36 Rue Labonté","J7E3N1","Sainte-Thérèse","Laurentides","-73.83940069921901","45.63529208587583"
"1045 Boulevard du Curé-Labelle","J7C3X8","Blainville","Laurentides","-73.88414505752588","45.67577380758554"
"20 Rue des Bolets","J7C5T8","Blainville","Laurentides","-73.84164211806967","45.65588206782257"
"203 Rue Turgeon","J7E3J4","Sainte-Thérèse","Laurentides","-73.83110998929496","45.63229262039061"
"15 Rue de Provence","J7C0G5","Blainville","Laurentides","-73.89125842491538","45.68894547800646"
"115 Rue Trépanier","J5N4J2","Sainte-Anne-des-Plaines","Laurentides","-73.82780605326171","45.74423371332605"
"1889 Rue Dublin","G0S1K0","Inverness","Centre-du-Québec","-71.5150268339368","46.2568045412844"
"847 Rue Castelneau","J7G1V5","Boisbriand","Laurentides","-73.8426775529555","45.61100039629742"
"50 54e Avenue Est","J7C0M2","Blainville","Laurentides","-73.87180434499494","45.67036710561435"
"61 Rue Cadieux","J7E1A1","Sainte-Thérèse","Laurentides","-73.82560258471865","45.63143562747123"
"1756 Rue Dublin","G0S1K0","Inverness","Centre-du-Québec","-71.5266079463871","46.262187780063"
"290 Place Claude-Dagenais","J7E0C1","Sainte-Thérèse","Laurentides","-73.83976650731466","45.64656430524097"
"23 Rue Royale","J7C3E8","Blainville","Laurentides","-73.88747530069728","45.67439841055435"
"2421 10e-et-11e Rang","G0S1K0","Inverness","Centre-du-Québec","-71.4258529285033","46.284661654664"
"16 76e Avenue Ouest","J7C3G4","Blainville","Laurentides","-73.88663581053274","45.67550803193642"
"201 1er Rang Ouest","G0S1V0","Lyster","Centre-du-Québec","-71.6685945817157","46.4033365386889"
"240 2e Avenue","J5N0C5","Sainte-Anne-des-Plaines","Laurentides","-73.81305782039232","45.75850842464261"
"43 Rue Saint-Jacques Est","J7E1A5","Sainte-Thérèse","Laurentides","-73.8277562601896","45.63346302496275"
"111 Rue Leduc","J7E2W3","Sainte-Thérèse","Laurentides","-73.82999080345034","45.64184288056755"
"245 Rue Leduc","J7E0A4","Sainte-Thérèse","Laurentides","-73.83541207005761","45.64528240037049"
"832 Boulevard du Curé-Labelle","J7C2K6","Blainville","Laurentides","-73.87311900849858","45.66962311892578"
"125 Place Brosseau","J7E4V4","Sainte-Thérèse","Laurentides","-73.82181379163968","45.63415461833342"
"940 Rue Bergeron","J7E5E9","Sainte-Thérèse","Laurentides","-73.87796089125199","45.65571007400272"
"15 Rue de Chenonceau","J7B1P6","Blainville","Laurentides","-73.81735049639991","45.66009119922057"
"446 Rue Lauzon","J7C0W5","Blainville","Laurentides","-73.8133092537757","45.69940649772469"
"196 Boulevard Sainte-Anne","J5N3P2","Sainte-Anne-des-Plaines","Laurentides","-73.81250623495893","45.76182609444302"
"355 Rue Saint-Paul","J7C2P3","Blainville","Laurentides","-73.84459219782502","45.64938564859426"
"8 Rue du Nivolet","J7C0L2","Blainville","Laurentides","-73.81027119060221","45.67655838919029"
"655 Chemin de la Grosse-Île","G0S1V0","Lyster","Centre-du-Québec","-71.6307656864254","46.3698377004729"
"8 Rue de Magog","J7B1S1","Blainville","Laurentides","-73.83269308088103","45.65710521783186"
"25 Place Casavant","J7E5X1","Sainte-Thérèse","Laurentides","-73.83812301555079","45.63524138311011"
"26 Rue de Talcy","J7B0A2","Blainville","Laurentides","-73.83276300177837","45.66456500836679"
"6 Rue de Matagami","J7B1W2","Blainville","Laurentides","-73.83508419422643","45.65894475394633"
"44 Rue d'Amboise","J7B1Y1","Blainville","Laurentides","-73.82629910489842","45.66305350877605"
"35 Rue Hubert-Gratton","J7B1V3","Blainville","Laurentides","-73.80791435181038","45.65446282380172"
"56 Boulevard de Chambéry","J7C0R1","Blainville","Laurentides","-73.80579827277367","45.67605578500711"
"238 Rue des Marquisats","J7E5J5","Sainte-Thérèse","Laurentides","-73.822712720092","45.64550780359966"
"1406 Rue Maurice-Cullen","J7C5C7","Blainville","Laurentides","-73.90086785871067","45.69667681437625"
"1824 Rue Dublin","G0S1K0","Inverness","Centre-du-Québec","-71.5215479765401","46.2595993602493"
"924 Rue Filion","J7C2S8","Blainville","Laurentides","-73.88095251645831","45.67216183106324"
"941 Boulevard du Curé-Labelle","J7C2L8","Blainville","Laurentides","-73.88096056107986","45.67377402903529"
"210 Rue Valiquette","J7E4Z6","Sainte-Thérèse","Laurentides","-73.83100783050712","45.64462942893564"
"309 Rue Éloi-Filion","J7E5V4","Sainte-Thérèse","Laurentides","-73.81979624723971","45.63802060039753"
"946 Rue Paul-Sicotte","J7E5A6","Sainte-Thérèse","Laurentides","-73.86783703244353","45.66161889445819"
"48 Rue Sarah-Garth","J7C4W1","Blainville","Laurentides","-73.89304163231533","45.6921239092415"
"19 Rue des Dinars","J7C5R3","Blainville","Laurentides","-73.9029045615076","45.70313026627522"
"19 Rue des Girolles","J7C5W6","Blainville","Laurentides","-73.836634427958","45.65531212879075"
"9 Rue des Verdiers","J7C5V5","Blainville","Laurentides","-73.89556987034379","45.68099332294047"
"1085 Rue des Pins","J7C1V3","Blainville","Laurentides","-73.8815643989651","45.68098701323492"
"47 Rue Ozias-Leduc","J7C4E2","Blainville","Laurentides","-73.90252853927628","45.69079322944139"
"30 43e Avenue Est","J7C3M7","Blainville","Laurentides","-73.86287505247047","45.66532794501416"
"33 Rue Saint-Ange","J7B1X2","Blainville","Laurentides","-73.8164211575935","45.67279004996572"
"19 Rue Meunier","J7E3N9","Sainte-Thérèse","Laurentides","-73.83710656003484","45.63343593811277"
"155 Rue des Marquisats","J7E5J7","Sainte-Thérèse","Laurentides","-73.82470981014467","45.64480940872012"
"1124 Rue Pierre-Dansereau","J7G3E3","Boisbriand","Laurentides","-73.84667921383999","45.60860852474416"
"40 Rue Turgeon","J7E3H4","Sainte-Thérèse","Laurentides","-73.84070244045421","45.63839234678506"
"159 Chemin du Bas-de-Sainte-Thérèse","J7B1A6","Blainville","Laurentides","-73.8134576220743","45.64323053029973"
"185 Rue Turgeon","J7E3J4","Sainte-Thérèse","Laurentides","-73.83194686818695","45.63284809780104"
"1080 Rue Royale","J7C3R1","Blainville","Laurentides","-73.8859057160411","45.67573552866503"
"457 Rue Marie-C.-Daveluy","J7G3G9","Boisbriand","Laurentides","-73.8375881263665","45.60422600571888"
"69 Rue de la Charente","J7C4T5","Blainville","Laurentides","-73.88149159753955","45.68350681302879"
"5 Rue Lachaîne","J7E3E9","Sainte-Thérèse","Laurentides","-73.83792019754617","45.63860757045623"
"19 Rue Mainville","J7E4V5","Sainte-Thérèse","Laurentides","-73.82458405484755","45.63810459427152"
"4 Rue Mainville","J7E4V6","Sainte-Thérèse","Laurentides","-73.82246004749193","45.6372663149083"
"21 Rue Simon-Lussier","J7C0Y6","Blainville","Laurentides","-73.86972003711924","45.6691926797965"
"17 Boulevard Sainte-Anne","J5N3K1","Sainte-Anne-des-Plaines","Laurentides","-73.82403580056835","45.75084921059145"
"571 Rue Carignan","J7G2K2","Boisbriand","Laurentides","-73.82586829270048","45.61527599679431"
"221 Route 218","G0S2P0","Saint-Gilles","Chaudière-Appalaches","-71.3218809556019","46.51765111930504"
"55 Rue Lalande","J7E1Z9","Sainte-Thérèse","Laurentides","-73.83478398127559","45.64753380348161"
"230 Place Harel","J7E5W3","Sainte-Thérèse","Laurentides","-73.81946206521562","45.64688470372346"
"514 Rue Frontenac","J7C2R2","Blainville","Laurentides","-73.85231941169391","45.65406809000212"
"72 Rue Juteau","J7E1W5","Sainte-Thérèse","Laurentides","-73.83181635947193","45.64684061323545"
"6 Rue Alfred-DesRochers","J7C4J2","Blainville","Laurentides","-73.88543960598432","45.67511686975075"
"216 Rue de Pierrefontaine","J7G1Y4","Boisbriand","Laurentides","-73.82011437932239","45.61746376649531"
"41 Rue Joannette","J7E3A2","Sainte-Thérèse","Laurentides","-73.82591843558593","45.63417898801251"
"2898 Rue de la Bastille","J7H1K4","Boisbriand","Laurentides","-73.85503494984926","45.61700202519704"
"1514 Rue des Chênaies","J7G2Y5","Boisbriand","Laurentides","-73.84693096108762","45.61395191170431"
"14 Rue du Pavillon","J5N2Z1","Sainte-Anne-des-Plaines","Laurentides","-73.86073049338641","45.79953118199656"
"35 Rue Le Bouleteau","J7E2G5","Sainte-Thérèse","Laurentides","-73.85323690591883","45.64080182543125"
"12 Rue Brazeau","J7E3P4","Sainte-Thérèse","Laurentides","-73.84293701749148","45.63669386310131"
"211 Rue Chaumontel","J7E5H5","Sainte-Thérèse","Laurentides","-73.82063884328012","45.64404702019706"
"96 Rue Turgeon","J7E3H9","Sainte-Thérèse","Laurentides","-73.8382993874785","45.63659533470594"
"169 Chemin du Bas-de-Sainte-Thérèse","J7B1A6","Blainville","Laurentides","-73.81309016876644","45.64403242539254"
"33 Rue de Deauville","J7C3V2","Blainville","Laurentides","-73.90527297657873","45.68604415054996"
"292 Avenue de Colombier","J7G2L4","Boisbriand","Laurentides","-73.83253592723098","45.61269730650399"
"2785 Avenue de la Renaissance","J7H1T9","Boisbriand","Laurentides","-73.85976730098902","45.613708926633"
"3264 Rue Pierre-Bourgault","J7H1M1","Boisbriand","Laurentides","-73.86020526161232","45.62091065813885"
"2765 Rue des Bouleaux","G0S1V0","Lyster","Centre-du-Québec","-71.6038409352305","46.3726210971556"
"44 Rue de Lanoraie","J7B1R1","Blainville","Laurentides","-73.82862662744209","45.65727890485363"
"1953 Rue Dublin","G0S1K0","Inverness","Centre-du-Québec","-71.5090569508198","46.253952762805"
"22 Boulevard de Chambéry","J7C0X3","Blainville","Laurentides","-73.81029167077556","45.67546417582914"
"15 Rue J.-E.-Turbide","J7E5J8","Sainte-Thérèse","Laurentides","-73.81438877080177","45.64135608564546"
"17 Rue Panet","J7G4K8","Boisbriand","Laurentides","-73.83738351805279","45.59424519877021"
"10 Rue Paul-Bergeron","J7A0A1","Blainville","Laurentides","-73.79278714250117","45.652238717393"
"67 Boulevard des Fleurs","J7C1L8","Blainville","Laurentides","-73.86814726367463","45.66496915344033"
"25 Rue Jasmin","J7E3T2","Sainte-Thérèse","Laurentides","-73.83715449521658","45.63073630686367"
"46 Rue Jean-Dallaire","J7C0A5","Blainville","Laurentides","-73.9028314089904","45.6910917818429"
"512 Rue Charbonneau","J5N1B1","Sainte-Anne-des-Plaines","Laurentides","-73.80116531312831","45.77075716488774"
"954 Rue de Châtillon","J7G2G3","Boisbriand","Laurentides","-73.8352478303055","45.61842387994225"
"755 Boulevard du Curé-Boivin","J7G2J2","Boisbriand","Laurentides","-73.8310932297749","45.62498608974108"
"951 5e Rang","G0S1K0","Inverness","Centre-du-Québec","-71.5638606701584","46.2674457338433"
"190 Rue de Pierrefontaine","J7G1Y3","Boisbriand","Laurentides","-73.81869942331903","45.61670548900211"
"422 Route du Domaine","G0S1K0","Inverness","Centre-du-Québec","-71.559609938771","46.2812709055241"
"301 Rue Pelchat","J7G2R4","Boisbriand","Laurentides","-73.81875946581644","45.62304267079402"
"23 Rue des Besants","J7C5T4","Blainville","Laurentides","-73.89762099845733","45.7078008551748"
"584 Rue Gérard","J7C2B2","Blainville","Laurentides","-73.8518554834508","45.65990039293106"
"378 Rue de la Briquade","J7C2C8","Blainville","Laurentides","-73.84196545900761","45.65206598203001"
"3 Rue Maurice-Lecompte","J7B1T8","Blainville","Laurentides","-73.80496921519313","45.65336728831379"
"155 Route Dempsey","G0S1K0","Inverness","Centre-du-Québec","-71.5926390245959","46.3009631521244"
"2962 8e-et-9e Rang","G0S1K0","Inverness","Centre-du-Québec","-71.4492626851315","46.2510358380406"
"1821 Rue des Pins","G0S1K0","Inverness","Centre-du-Québec","-71.5266889133142","46.253334023289"
"170 Boulevard Sainte-Anne","J5N3P2","Sainte-Anne-des-Plaines","Laurentides","-73.81332436446671","45.76079959912583"
"707 Rue de Charlesbourg","J7G1T7","Boisbriand","Laurentides","-73.84145751593381","45.60815412691075"
"100 Rue Prévost","J7G2S2","Boisbriand","Laurentides","-73.8346089759337","45.62838389770494"
"57 38e Avenue Ouest","J7C0J5","Blainville","Laurentides","-73.8635253984201","45.66022903747306"
"40 53e Avenue Ouest","J7C3S8","Blainville","Laurentides","-73.87539429228927","45.66631333196058"
"70 54e Avenue Est","J7C0M1","Blainville","Laurentides","-73.87127785127933","45.6707588154804"
"39 Rue Sébastien","J7C3G1","Blainville","Laurentides","-73.89528854746851","45.67752099009672"
"38 27e Avenue Ouest","J7C1G4","Blainville","Laurentides","-73.85507039048662","45.65488743711698"
"278 Rue Marceau","J7E4W1","Sainte-Thérèse","Laurentides","-73.8276196157329","45.64659175059885"
"4 Rue des Entreprises","J5N1L1","Sainte-Anne-des-Plaines","Laurentides","-73.82438882186975","45.74828363655942"
"12 Rue Napoléon","J7E1H3","Sainte-Thérèse","Laurentides","-73.8370507518247","45.634803858838"
"257 Rue Caron","J7E2S8","Sainte-Thérèse","Laurentides","-73.83500997486814","45.64670527455802"
"29 Rue de Cheverny","J7B1M8","Blainville","Laurentides","-73.8191188166623","45.65651035551842"
"328 Rue Éloi-Filion","J7E5P7","Sainte-Thérèse","Laurentides","-73.81964684094615","45.63883100522641"
"136 Rue des Amandiers","J7E5N4","Sainte-Thérèse","Laurentides","-73.83980822767312","45.65945045602624"
"630 Rue Verschelden","J7E2K9","Sainte-Thérèse","Laurentides","-73.86013107108502","45.65062955029622"
"225 Rue Carmelle-Boutin","J7C1C1","Blainville","Laurentides","-73.8758039376627","45.67031992311705"
"101 Rue Saint-Pierre","J7E5C8","Sainte-Thérèse","Laurentides","-73.82174855367406","45.63845612861328"
"290 Place Claude-Dagenais","J7E0C1","Sainte-Thérèse","Laurentides","-73.83991078744145","45.646690849499"
"83 Rue des Chênes","J7E4Z2","Sainte-Thérèse","Laurentides","-73.83778823933085","45.65643302311338"
"186 Rue Saint-Pierre","J7E2S4","Sainte-Thérèse","Laurentides","-73.82438087523593","45.64120208150126"
"68 Rue Juteau","J7E1W5","Sainte-Thérèse","Laurentides","-73.83180269251393","45.64671461315834"
"67 Rue Saint-Jacques Ouest","J7E1B2","Sainte-Thérèse","Laurentides","-73.83247133497511","45.63044407099898"
"79 Rue de Falaise","J7B1X5","Blainville","Laurentides","-73.81806772793627","45.67344235177034"
"155 Rue Marcel-De La Sablonnière","J7E0A2","Sainte-Thérèse","Laurentides","-73.82299450576741","45.64650859228588"
"173 Rue Coursol","J5N1H2","Sainte-Anne-des-Plaines","Laurentides","-73.82218161162959","45.76748746788628"
"32 Rue Robert","J5N3G1","Sainte-Anne-des-Plaines","Laurentides","-73.87078593716446","45.78765756504303"
"273 Rue Lucien","J7B0B7","Blainville","Laurentides","-73.82162807491353","45.67785895350543"
"31 Rue Gratton","J7E3B1","Sainte-Thérèse","Laurentides","-73.82633780591648","45.63349392112487"
"201 Boulevard Ducharme","J7E2G1","Sainte-Thérèse","Laurentides","-73.84202350308313","45.64600961724205"
"9 Rue Mainville","J7E4V5","Sainte-Thérèse","Laurentides","-73.823733177843","45.63747058150959"
"54 Rue Hubert-Aquin","J7C0H6","Blainville","Laurentides","-73.86661545003952","45.67224897079487"
"34 Rue Philippe-Labossière","J7C0E8","Blainville","Laurentides","-73.8854880140601","45.66963800072246"
"5 Rue Tassé","J7E1V4","Sainte-Thérèse","Laurentides","-73.83807011045045","45.64008287178803"
"59 Rue Émilien-Frenette","J7E5K4","Sainte-Thérèse","Laurentides","-73.84788643327884","45.64831275061593"
